sku_number;name;meta_description;product_styles1;product_styles2;product_styles3;weave;product_metarials1;product_metarials2;product_colors1;product_colors2;product_colors3;product_colors4;pattern;region;width_by_feet-f;width_by_feet-i;width_by_inches;length_by_feet-f;length_by_feet-i;length_by_inches;height;age;period_made;is_used;has_imperfection;condition_details;price;discount;retail_price;is_local_pickup;local_delivery_miles;pickup_charge;is_own_shipping;is_free_shipping;status
Am10626;Fine Oushak Square Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Blue;Sky Blue;Gold;Tan;Floral;Pakistan;8;1;97;8;2;98;0,25;One of One Traditional;2010s;;;Excellent condition. ;4480;0,1;8960;x;60;200,00;x;x;0
Am10627;Modern Textured Hand Knotted Hemp Silk Rug;A beautiful Modern design Hand Knotted by using hand spun finest silk and hemp to give the pile softer touch and texture done by Master Artisans. Moroccan Style Texture is also found this rug. Hand Knotted in Nepal ;Modern;Mid-Century Modern;Boho Chic;Hand Knotted;Silk;Hemp;Tan;Taupe ;Brown;White;Strie;Nepal;8;1;97;9;10;118;0,25;One of One Modern;2010s;;;Excellent condition. ;6480;0,1;12960;x;60;200,00;x;x;0
Am10628;Vintage Persian Overdyed Rug;Vintage hand knotted Persian rug Overdyed, wool.;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Pink;Bright Pink;Blush;Violet;Geometric;Persia;6;4;76;9;8;116;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;2700;0,1;5400;x;60;200,00;x;x;0
Am10629;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Brown;Gold;Sky Blue;Tan;Floral;Pakistan;7;8;92;10;0;120;0,25;One of One Traditional;2010s;;;Excellent condition. ;4900;0,1;9800;x;60;200,00;x;x;0
Am10630;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Ivory;Black;Gold;Floral;Pakistan;7;10;94;9;9;117;0,2;One of One Traditional;2010s;;;Excellent condition. ;4410;0,1;8820;x;60;200,00;x;x;0
Am10631;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Brown;Tan;Gold;;Floral;Pakistan;7;10;94;9;8;116;0,2;One of One Traditional;2010s;;;Excellent condition. ;4410;0,1;8820;x;60;200,00;x;x;0
Am10632;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Brown;Gold;Sky Blue;Tan;Floral;Pakistan;7;11;95;9;11;119;0,25;One of One Traditional;2010s;;;Excellent condition. ;4410;0,1;8820;x;60;200,00;x;x;0
Am10633;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Blue;Skyblue;Gold ;Burgundy;Floral;Pakistan;7;11;95;10;0;120;0,25;One of One Traditional;2010s;;;Excellent condition. ;4900;0,1;9800;x;60;200,00;x;x;0
Am10634;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Sky Blue;Orange;Lavender;Floral;Pakistan;7;11;95;10;0;120;0,25;One of One Traditional;2010s;;;Excellent condition. ;4900;0,1;9800;x;60;200,00;x;x;0
Am10635;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Brown;Gold;Sky Blue;Tan;Floral;Pakistan;7;10;94;10;2;122;0,25;One of One Traditional;2010s;;;Excellent condition. ;4900;0,1;9800;x;60;200,00;x;x;0
Am10636;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Brown;Gold;Sky Blue;Tan;Floral;Pakistan;7;11;95;10;0;120;0,25;One of One Traditional;2010s;;;Excellent condition. ;4900;0,1;9800;x;60;200,00;x;x;0
Am10637;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Gray;Red;Gold;Tan;Floral;Pakistan;7;11;95;10;0;120;0,22;One of One Traditional;2010s;;;Excellent condition. ;4900;0,1;9800;x;60;200,00;x;x;0
Am10638;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Gold;Yellow;Red;Sky Blue;Floral;Pakistan;7;10;94;10;0;120;0,25;One of One Traditional;2010s;;;Excellent condition. ;4900;0,1;9800;x;60;200,00;x;x;0
Am10639;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Peach;Copper;Sky Blue;Floral;Pakistan;7;9;93;10;0;120;0,25;One of One Traditional;2010s;;;Excellent condition. ;4900;0,1;9800;x;60;200,00;x;x;0
Am10640;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Gold;Burgundy;Tan;Gray;Floral;Pakistan;7;9;93;9;11;119;0,25;One of One Traditional;2010s;;;Excellent condition. ;4410;0,1;8820;x;60;200,00;x;x;0
Am10641;Modern Textured Hand Knotted Wool Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans. Moroccan Style Texture is also found this rug. ;Modern;Mid-Century Modern;Boho Chic;Hand Knotted;Wool;;Orange;Burnt Orange;Charcoal;Tan;Strie;India;7;10;94;10;0;120;0,35;One of One Modern;2010s;;;Excellent condition. ;1750;0,1;3500;x;60;200,00;x;x;0
Am10646;Modern Moroccan Bamboo Rug;A beautiful modern design using handspun Bamboo dyed in subtle colors & hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece.;Modern;Mid-Century Modern;Tribal;Hand Knotted;Bamboo;;Gray;Silver;Light Gray;Platinum;Diamond;India;8;0;96;9;9;117;0,3;One of One Modern;2010s;;;Excellent condition. ;2880;0,1;5760;x;60;200,00;x;x;0
AM10650;;;;;;Hand Knotted;Wool;;Red;Navy;Orange; Tan;Floral;Persia;4;5;53;5;10;70;0,16;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;4000;0,1;8000;x;60;200,00;x;x;0
Am10653;Antique Persian Heriz Tribal Rug;An exquisite antique  Persian Heriz. Weathered and distressed extremely decorative and highly sort after master piece  ;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;Red;Navy;Orange;Tan;Geometric;Persia;9;3;111;11;10;142;0,2;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;14850;0,1;29700;x;60;200,00;x;x;0
Am10654;Vintage Hemp Kilim;Hand Woven Vintage Hemp Kilim Rug;Modern;Tribal;Shabby Chic;Hand Knotted;Hemp;;Ivory;Tan;Linen;Taupe;Stripe;Anatolia;10;2;122;11;11;143;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;5500;0,1;11000;x;60;200,00;x;x;0
Am10655;Vintage Hemp Kilim;Hand Woven Vintage Hemp Kilim Rug;Modern;Tribal;Shabby Chic;Hand Knotted;Hemp;;Ivory;Black;Linen;White;Stripe;Anatolia;9;5;113;12;4;148;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;5400;0,1;10800;x;60;200,00;x;x;0
Am10656;Antique Persian Mahal ;An exquisite antique  Persian Mahal Sultanabad. Weathered and distressed extremely decorative and highly sort after master piece  ;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;Gray;Brown;Blue ;Tan;Geometric;Persia;8;0;96;11;8;140;0,2;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;6600;0,1;13200;x;60;200,00;x;x;0
Am10660;Moden Moroccan Wool Rug;A beautiful modern design using handspun high altitude wool dyed in subtle colors & hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece.;Modern;Mid-Century Modern;Tribal;Hand Knotted;Wool;;Ivory;Yellow;Blue;Brown;Geometric;Pakistan;9;4;112;11;6;138;0,3;One of One Modern;2010s;;;Excellent condition. ;4950;0,1;9900;x;60;200,00;x;x;0
Am10661;Antique Persian Mahal ;An exquisite antique  Persian Mahal Sultanabad. Weathered and distressed extremely decorative and highly sort after master piece  ;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;Tan;Khaiki;Taupe;Slate ;Geometric;Persia;8;9;105;11;9;141;0,2;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;14080;0,1;28160;x;60;200,00;x;x;0
Am10663;Antique Persian Mahal ;An exquisite antique  Persian Mahal Sultanabad. Weathered and distressed extremely decorative and highly sort after master piece  ;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;Gray;Orange;Charcoal ;White;Geometric;Persia;7;7;91;12;0;144;0,2;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;10080;0,1;20160;x;60;200,00;x;x;0
Am10665;Antique Persian Heriz Tribal Rug;An exquisite antique  Persian Heriz. Weathered and distressed extremely decorative and highly sort after master piece  ;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;Blue;Tan;Taupe;Orange;Geometric;Persia;9;7;115;12;3;147;0,2;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;12960;0,1;25920;x;60;200,00;x;x;0
Am10666;Antique Persian Mahal ;An exquisite antique  Persian Mahal Sultanabad. Weathered and distressed extremely decorative and highly sort after master piece  ;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;Gray;Tan;Cerulean;Brown;Geometric;Persia;9;6;114;11;11;143;0,2;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;11880;0,1;23760;x;60;200,00;x;x;0
Am10667;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Gray;Blue;Gold ;Silver;Floral;Pakistan;9;2;110;12;4;148;0,25;One of One Traditional;2010s;;;Excellent condition. ;7776;0,1;15552;x;60;200,00;x;x;0
Am10669;Vintage Oushak Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Brown;Gray;Back;Orange;Geometric;Anatolia;8;10;106;11;6;138;0,25;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;4400;0,1;8800;x;60;200,00;x;x;0
Am10670;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Brown;Burnt Orange;Blue ;Ivory;Floral;Pakistan;9;3;111;11;8;140;0,25;One of One Traditional;2010s;;;Excellent condition. ;7920;0,1;15840;x;60;200,00;x;x;0
Am10671;Mid Century Antique Kilim;A beautiful vintage kilim is handwoven by Master Artisans using handspun Wool in Turkey. Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkestan. This Mazandaran style minimalist kilim offers simple designs in natural colors.;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Blue;Purple;Red;Slate Gray;Strie;Anatolia;9;0;108;11;5;137;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;4950;0,1;9900;x;60;200,00;x;x;0
Am10672;Vintage Persian Overdyed Rug;Vintage hand knotted Persian rug Overdyed, wool.;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Gray;Charcoal;Slate ;Dark Gray;Solid;Anatolia;8;10;106;11;10;142;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;4400;0,1;8800;x;60;200,00;x;x;0
Am10673;Vintage Persian Overdyed Rug;Vintage hand knotted Persian rug Overdyed, wool.;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Gray;Slate Gray;Stone Gray;Dark Gray;Solid;Anatolia;8;5;101;12;3;147;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;4800;0,1;9600;x;60;200,00;x;x;0
Am10674;Vintage Oushak Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Brown;White;Gray;Geometric;Persia;9;3;111;12;0;144;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;4320;0,1;8640;x;60;200,00;x;x;0
Am10675;Vintage Oushak Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;White;Red;Blue;Gray;Geometric;Persia;9;8;116;12;0;144;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;4320;0,1;8640;x;60;200,00;x;x;0
Am10676;Vintage Oushak Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Purple;Tan;White;Gray;Floral;Anatolia;9;2;110;13;0;156;0,2;Antiques;1950s;x;x;Excellent condition. Minor wear consistent with age.;5850;0,1;11700;x;60;200,00;x;x;0
Am10677;Vintage Oushak Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Taupe;Blue;Brown;Floral;Persia;8;2;98;11;6;138;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;5632;0,1;11264;x;60;200,00;x;x;0
Am10678;Vintage Oushak Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Ivory;Blue;Green;Strie;Persia;8;8;104;11;10;142;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;5632;0,1;11264;x;60;200,00;x;x;0
Am10679;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Blue;Taupe ;Brown;Floral;Pakistan;9;0;108;11;10;142;0,22;One of One Traditional;2010s;;;Excellent condition. ;12870;0,1;25740;x;60;200,00;x;x;0
Am10680;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Taupe;Navy;Brown;Floral;Pakistan;9;0;108;12;0;144;0,2;One of One Traditional;2010s;;;Excellent condition. ;9720;0,1;19440;x;60;200,00;x;x;0
Am10682;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Blue;Tan;Taupe ;White;Floral;Pakistan;9;1;109;12;4;148;0,2;One of One Traditional;2010s;;;Excellent condition. ;15120;0,1;30240;x;60;200,00;x;x;0
Am10683;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Gray;Taupe;Ivory;Black;Floral;Pakistan;8;11;107;11;11;143;0,2;One of One Traditional;2010s;;;Excellent condition. ;12320;0,1;24640;x;60;200,00;x;x;0
